comments,ratings
"Medium beige head.  Hazy brown body.  Roasty earthy toffee aroma with alcoholic licorice notes.  Dry-sweet roasty earthy licorice taste with funky toffee notes.  Mid-bodied.  Mild, fizzy mouthfeel.  Dryish roasty toffee aftertaste with chocolatey earthy notes. Nice, drinkable, interesting. &#40;0.33l bottle, from Kihoskh, Copenhagen.&#41;",13
"Medium beige head.  Slightly hazy deep amber body.  Earthy dusty strawy aroma with caramelly grainy notes.  Dry-sweetish earthy roasty caramelly taste with dusty nougat notes.  Mid-bodied. Mild, slightly hot, mealy mouthfeel.  Dry dusty strawy roasty grain aftertaste with chocolatey earthy notes.  Really nice and full of flavour.  &#40;0.5l bottle, from Bamb Alyne, Vilnius.&#41;",13
"Smallish white head.  Hazy yellow body.  Oily nutty dried fruit aroma with dusty strawy grainy notes.  Dry-sweet earthy dried fruit taste with mealy grainy dusty notes.  Mid-bodied.  Mild, soft, mealy mouthfeel.  Dryish dusty oily nutty aftertaste with earthy dried fruit and honey notes. Long, lingering bitterish dusty strawy finish.  Really nice, classical farmhouse ale. Quite complex, too. &#40;0.5l bottle, from Bamb Alyne, Vilnius.&#41;",14
"Medium beige head. Hazy deep red body with visible particles. Spicy citric pineapple aroma with oily notes. Bitter-sweet pineapple and resin taste with spicy wooden notes. Mid-bodied. Mild, soft  mouthfeel. Bitter-sweet tropical fruit and pineapple aftertaste with herbal orangey earthy wooden notes. Well. Lots of flavour, but I don't know that I enjoy it all that much. Too sharp and edgy. &#40;0.75l bottle, wine monopoly, web order.&#41;",12
"Big white head. Faintly hazy deep amber body. Spicy earthy lemongrass aroma with perfumy malty notes. Dry-sweet earthy papery lemongrass taste with mealy caramelly notes. Mid-bodied. Mild, mealy mouthfeel. Dryish mealy perfumy lemongrass aftertaste with spicy strawy notes. Niceish, but a bit perfumy artificial. &#40;0.5l bottle, wine monopoly, web order.&#41;",13
"Big white lasting head. Hazy opaque amber body. Fruity peppery honey aroma with mealy oily tobacco notes. Dry-sweet spicy honey taste with lavender notes. Mid-bodied. Mild, soft, mealy mouthfeel. Dryish herbal spicy honey aftertaste with mealy wheaty notes. Nice, drinkable, but perhaps a bit weak and lacking in flavour. &#40;0.5l bottle, wine monopoly, web order.&#41;",12
"Medium tan head.  Opaque black body.  Earthy burnt chocolatey aroma with pine needle and freshly cut wood notes.  Dry-sweetish burnt caramelly almonds taste with earthy notes.  Mid-bodied. Fizzy mouthfeel.  Dryish roasty chocolatey aftertaste with earthy grainy rye bread notes.  Nice, drinkable and subtle. The burnt flavours are beguiling at first, but the rough earthy texture becomes too much after a while.  &#40;0.33l bottle, from Kihoskh, Copenhagen.&#41;",13
"Medium beige head.  Clear brown body.  Earthy chocolatey cocos aroma with fruity notes.  Dry-acidic earthy chocolatey taste with bitter roasty finish.  Mid-bodied.  Infected, and so spoiled.  &#40;0.5l bottle, forget where from.  BBD 2012-11-09, so partly my own fault. Still, it shouldn't have turned to vinegar already. Will rerate if possible.",7
"Huge offwhite head.  Slightly hazy yellow body.  Mealy toffee aroma with herbal fruity notes.  Dry-sweet papery fruity taste with spicy peppery notes.  Fizzy mouthfeel.  Mid-bodied.  Dryish fruity spicy aftertaste with mealy papery resiny notes. Interesting, and unusual.  &#40;0.5l bottle, I forget where from. BBD 2012-11-16.&#41;",13
"Biggish offwhite head.  Clear deep yellow body.  Light delicate orangey tropical fruit aroma.  Dry-sweet gooseberry, oranges, and tropical fruit taste with catty resiny notes.  Mid-bodied.  Mild, soft mouthfeel.  Dryish resiny orangey aftertaste with earthy gooseberry notes.  It's nice, but perhaps a little earthy and catty, and not enough going on.  &#40;0.33l bottle, from Das Meisterstück, Berlin.&#41;",13
"Medium beige head.  Beautiful deep ambery brown body.  Earthy caramelly mineraly toffee aroma with nougaty marzipan notes. Wow.  Dry-sweet caramelly earthy marzipan taste with roasty grainy mineraly notes.  Mid-bodied.  Mild, smooth mouthfeel. Dryish earthy roasty marzipana aftertaste with mineraly burnt caramel notes. Flavour lingers for a good while.  Unusual, but really, really nice.  &#40;0.5l bottle, Absinth Depot Berlin.&#41;",15
"Medium white head. Clear yellow body with carbonation. Malty fruity aroma with oily mealy notes. Dry-sweet grainy fruity taste with dusty notes. Mid-bodied. Mild, fizzy mouthfeel. Dry oily fruity grassy aftertaste with grainy notes. Nice, drinkable, vivid. &#40;0.33l bottle, Kaiser's, Berlin.&#41;",13
"Medium tan head. Deep dark brown barely translucent body. Sugary earthy soy sauce aroma with candy notes. Sweet-dryish licorice and soy sauce taste with chocolate and toffee notes. Mid-to-full body. Mild, soft, smooth mouthfeel. Dryish candy, soy sauce and chocolate aftertaste with earthy spicy notes. Some lingering alcohol heat. Really clean and well-balanced, but lacking in flavour. &#40;0.5l bottle, Kaiser's, Berlin.&#41;",12
"Medium beige head. Clear deep amber body. Deep earthy caramelly aroma with mineraly raisiny marzipan notes. Dry-sweet dried fruit caramel and marzipan taste with mineraly roasty notes. Mid-to-full body. Mild mouthfeel. Dryish roasty caramelly aftertaste with grainy mineraly oily marzipan notes. Lovely&#033; Highly drinkable and full of character. &#40;0.5l bottle, bought by wife in Berlin.&#41;",13
"Gusher. Huge tan head. Hazy amber body. Earthy wheaty banana aroma with pea notes. Sweetish, and faintly acidic, earthy wheaty banana taste with mealy notes. Mid-bodied. Flat, mild mouthfeel. Sweetish wooden oily banana aftertaste with earthy musty notes. Musty, flat and hardly any bitterness, but not bad. &#40;0.5l bottle, Absinth Depot Berlin.&#41;",11
"Gusher at room temperature. Medium offwhite lasting head. Herbal grainy aroma with dried fruit notes. Dry-sweet fruity grainy minty taste with floral toffee notes. Mid-bodied. Mild, smooth mouthfeel, slightly flat. Dryish minty fruity toffee aftertaste with grassy oily notes. Lovely&#033; Really smooth and drinkable. &#40;0.5l bottle, Absinth Depot Berlin.&#41;",13
"Medium beige head. Opaque black body. Roasty earthy caramel pudding aroma with perfumy grainy notes. Dry-sweet roasty earthy caramel taste with rye crisp bread notes. Mid-bodied. Mild, soft mouthfeel. Dry grainy burnt earthy aftertaste wit mineraly rye crisp bread notes. Nice. Drinkable and well-composed. &#40;0.33l bottle at Das Meisterstück, Berlin.&#41;",13
"Medium beige head. Hazy brown body. Earthy sugary caramelly aroma with mineraly notes. Dry-sweet earthy mineraly taste with a faint rye acidity. Mid-bodied. Mild, dusty mouthfeel. Dry earthy caramelly roasty aftertaste with grainy mineraly notes. Can't really make out any smoke. &#40;0.33l bottle, Das Meisterstück, Berlin.&#41;",13
"Medium lasting offwhite head. Hazy opaque amber body with carbonation. Mealy floral spicy aroma with fruity notes. Dry-sweet mealy fruity floral taste with spicy oily notes. Mid-bodied. Mild, mealy mouthfeel. Dryish spicy mealy floral aftertaste with fruity notes. Nice, delicate, drinkable. &#40;0.3l draft, Café Zoo, Berlin.&#41;",12
"Biggish offwhite head. Clear yellow body. Minty floral aroma with herbal spicy fruity notes. Dry-sweet minty strawy fruity taste with herbal grassy notes. Soft, mild, smooth mouthfeel. Mid-bodied. Mild, soft, smooth mouthfeel. Dryish grainy minty strawy aftertaste with herbal spicy floral notes. Lovely&#033; Extremely harmonic and highly drinkable. &#40;0.5l bottle, Absinth Depot, Berlin.&#41;",14
"Big beige head. Clear deep dark brown body. Earthy rubbery licorice aroma with milky chocolatey notes. Dry-sweet roasty chocolate taste with dusty licorice notes. Mid-bodied. Mild, soft mouthfeel. Dry peppery licorice aftertaste with toffee and earth notes. Minty and bready, too. Nice and highly drinkable. &#40;0.5l bottle, Kaiser's, Berlin.&#41;",14
"Medium white head. Clear deep yellow body. Mealy spicy herbal aroma. Dry-sweet spicy herbal taste with fruity notes. Mid-bodied. Soft, smooth mouthfeel. Dryish grainy fruity grassy aftertaste with minty grassy buttery notes. Nice, subtle and highly drinkable. &#40;0.5l bottle, Kaiser's, Berlin. Label says &quot;Berliner Bürgerbräu Premium Pils&quot;, 5.0%, assume it's the same one.&#41;",13
"Thin white head. Clear pale yellow body. Light herbal grainy aroma. Dry grainy herbal perfumy taste with earthy dishwater soap notes. Mid-to-light body. Mild, soft mouthfeel. Dry strawy grainy aftertaste with herbal perfumy notes. Good in some ways, but a bit weak and soapy. &#40;0.5l bottle, Kaiser's, Berlin.&#41;",10
"Medium tan head.  Amber body with carbonation and little particles.  Light earthy perfumy eldeberry aroma with spicy notes.  Dry-sweetish mealy elderberry taste with spicy notes. Mid-bodied.  Mild, mealy mouthfeel.  Dryish minty elderberry aftertaste with spicy gooseberry notes.  It's OK, but lacking in complexity.  &#40;0.5l bottle, wine monopoly, web order.&#41;",12
"Big lasting offwhite head. Hazy yellow body. Bready strawy minty aroma. Sweetish sugary strawy earthy taste with herbal pea notes. Mid-bodied. Mild, mealy, soft mouthfeel. Dryish mealy strawy aftertaste with herbal bready fruity notes. Nice and quite subtle. &#40;0.3l draft at Zur Gerichtslaube, Berlin.&#41;",13
"Medium offwhite head.  Clear deep yellow body.  Grainy herbal aroma with earthy malty notes.  Dry-sweetish grainy earthy taste with strawy dried fruit notes.  Mid-bodied.  Mild, soft mouthfeel.  Dryish strawy grainy aftertaste with caramelly herbal grassy notes.  Amazingly successful for what I thought was a standard industrial pale lager.  &#40;0.5l bottle, from some supermarket in Vilnius.&#41;",12
"Biggish beige head.  Clear deep brown body.  Earthy caramelly aroma with chocolatey notes.  Dry-sweet roasty earthy raisiny taste with honey notes.  Mid-bodied.  Mild, soft mouthfeel. Dryish earthy peppery honey aftertaste with bready caramelly notes.  Really nice.  Drinkable and full of character; more generous than most dunkels. &#40;0.5l bottle, Absinth Depot Berlin.&#41;",13
"Medium beige head.  Amber body with so many floaties it has to be considered hazy.  Sugary spicy bubblegum aroma with peppery fruity notes.  Sweet-dryish dried fruit and peppery spice taste with candy notes.  Fullish body.  Hot, almost burning mouthfeel. Dryish funky resiny fruity aftertaste with spicy perfumy herbal lavender candy and bubble gum notes.  Interesting.  Certainly complex.  &#40;0.75l bottle, wine monopoly, web order.&#41;",14
"Big offwhite head.  Yellow body made hazy by lots of little particles.  Resiny mango aroma with citric notes.  Dry resiny citric mango taste with grainy pea notes.  Mid-bodied.  Sharpish mouthfeel, and it seems I can feel the particles.  Dry resiny herbal pineapple aftertaste with menthol notes.  Not bad, but suffering from a number of drawbacks.  Might be old.  &#40;0.355l bottle, wine monopoly, web order.&#41;",12
"Medium white head.  Clear yellow body with carbonation.  Light oily malty aroma with pea notes.  Dry-sweetish grainy malty taste with earthy peas notes.  Mid-bodied.  Mild, soft mouthfeel, slightly fizzy.  Dryish mealy fruity aftertaste with oily grainy notes.  Nice, clean, not terribly remarkable.  &#40;0.5l bottle, wine monopoly, web order.&#41;",11
"Big yellowish head.  Clear amber body.  Caramelly banana aroma with oily fruity notes.  Sweet-dryish caramelly papery taste with pine needle and menthol notes.  Mid-bodied.  Mild, soft mouthfeel.  Dryish menthol and caramel aftertaste with resiny pine needle notes. The menthol flavour just carries on and on and on, refusing to die.  The beer is not bad at all, but too dominated by the menthol flavour.  &#40;0.33l bottle, Die Meisterstück, Berlin.&#41;",12
"Big white head doesn't last.  Nearly clear yellow body, except for the little particles.  Earthy funky orangey aroma with mealy herbal coriander notes.  Dry-sweetish funky mango taste with mealy earthy peppery notes.  Mid-bodied.  Mild, soft mouthfeel with some heat. Dryish earthy perfumy coriander aftertaste with funky peppery notes. Nice, drinkable, but a bit too assertive and explicit.  Like someone leaning over your shoulder at the movies, insisting on explaining every last detail of the movie as you watch.  &#40;0.75l bottle, wine monopoly, web order.&#41;",14
"Biggish beige head.  Hazy deep dark red body with light carbonation.  Roasty smoky licorice aroma with minty notes. Dry-sweet smoky earthy toffee taste with candy notes. Mid-bodied.  Mild, soft, smooth mouthfeel.  Dryish earthy smoky chocolatey aftertaste with licorice notes. It's OK, but a little dense, sweet, and cloying.  &#40;0.75l bottle, wine monopoly, web order.&#41;",13
"Big offwhite head.  Clear amber body with light carbonation. Strawy grapefruity aroma with orangey notes.  Dry-sweetish strawy orangey caramelly taste with resiny notes.  Mid-bodied.  Mild, soft mouthfeel with lingering astringence.  Dryish strawy caramelly aftertaste with orangey resiny wooden notes.  Nice, subtle, vivid, and highly drinkable, while at the same time full of flavour. Great session beer. &#40;0.355l bottle, wine monopoly, web order.&#41;",14
"Huge offwhite head.  Yellow body with carbonation made hazy by small particles.  Mealy herbal fruity aroma with coriander notes. Dryish mealy herbal earthy taste with papery notes.  Mid-bodied. Mild, mealy mouthfeel.  Dry-bitter floral mealy herbal aftertaste with earthy dandelion notes.  Low on flavour, and with an earthy bitter tinge to it I didn't really like.  &#40;0.75l bottle, wine monopoly, Vika, Oslo. Huge thanks to Doggythedog for figuring out the identity of this beer.&#41;",11
"Medium beige head. Clear brown body. Earthy grainy caramel aroma with spicy notes. Dry-sweet grainy caramelly taste with earthy spicy notes. Mid-bodied. Mild, soft mouthfeel. Dryish earthy grassy spicy aftertaste with grainy caramelly notes. Nice and highly drinkable. &#40;0.3l draft at Jolly, Berlin.&#41;",13
"Biggish offwhite head. Clear deep yellow body. Deep sugary earthy aroma. Sweet-dryish sugary grainy taste with candy notes. Mid-to-full body. Mild, soft mouthfeel. Dryish earthy candy aftertaste with toffee and spice notes. It's not bad, but very little flavour. &#40;0.5l bottle, Kaiser's, Berlin.&#41;",11
"Medium offwhite lasting head. Clear yellow body. Grainy earthy mineraly aroma with grassy notes. Dry-sweetish herbal earthy grainy taste with grassy oily notes. Mid-bodied. Mild, soft mouthfeel. Dry grainy grassy aftertaste with herbal resiny notes. Nice, drinkable. Not too much character. &#40;0.5l bottle, Kaiser's, Berlin.&#41;",13
"Medium offwhite creamy head. Clear yellow body. Light grainy pine needle aroma with earthy notes. Dry-sweet grainy strawy taste with pine needle and herbal notes. Mid-bodied. Faintly sharpish mouthfeel. Dryish pine needle and grass aftertaste with toffee and grain notes. Peas, too. Nice, drinkable, some character. &#40;0.5l bottle, Kaiser's, Berlin.&#41;",13
"Medium offwhite head doesn't last. Clear yellow body with carbonation. Light floral strawy aroma with earthy notes. Sweetish-dry grassy earthy taste with strawy notes. Mid-bodied. Mild, soft mouthfeel. Dryish strawy honey aftertaste with grainy earthy notes. Nice and highly drinkable. Even has real character. &#40;0.33l bottle, Absinth Depot Berlin.&#41;",13
"Medium white head. Hazy pale yellow body. Syrupy bready aroma with mealy spicy notes. Dry-sweet fruity strawy taste with mealy grassy notes. Mid-bodied. Mild, mealy mouthfeel, slightly fizzy. Dry mealy honeyish aftertaste with toffee, straw and grain notes. Nice, clean, drinkable. &#40;0.5l draft at brewpub.&#41;",13
"Medium dark brown head.  Opaque black body.  Roasty earthy licorice aroma with chocolatey notes.  Dry roasty burnt ashy taste with spicy fruity notes.  Fullish body.  Mild, dusty mouthfeel.  Dryish burnt ashy aftertaste with licorice and fruit notes.  Very, very dark beer, but sort of elegant even so.  &#40;0.5l bottle, wine monopoly, Strømmen Storsenter.&#41;",13
"Big beige head.  Clear deep amber body.  Spicy perfumy lavender aroma with cardamom notes.  Sweet-dryish oily roasty spicy taste with lavender and cardamom notes.  Mid-bodied.  Mild, soft mouthfeel.  Dryish cardamom and cinnamon aftertaste with roasty oily notes.  Nice, drinkable, but perhaps a bit heavy on the spice.  &#40;0.5l bottle, wine monopoly, Strømmen Storsenter.&#41;",12
"Medium beige head.  Clear deep brownish red body with light carbonation.  Spicy herbal blackberry aroma with sugary minty toffee notes.  Sweetish minty licorice and herbs taste with roasty spicy notes.  Mid-bodied.  Mild, soft mouthfeel, slightly dusty.  Dry minty licorice and blackberry aftertaste with dusty ashy burnt notes. Nice, complex, and very unusual.  Highly drinkable, too, which is a bit scary, given how strong it is.  No real hint of the strength, except a faint, lingering heat.  &#40;0.75l bottle, wine monopoly, Strømmen Storsenter.&#41;",14
"Medium tan head.  Hazy reddish brown body.  Roasty earthy candy aroma with sugary caramelly notes.  Dry-sweet roasty caramelly licorice taste with toffee and spice notes.  Mid-bodied.  Mild, soft mouthfeel.  Dryish spicy licorice candy aftertaste with caramelly earthy burnt notes.  A bit perfumy, too, but in a nice way.  Really nice.  Very elegant, balanced, and harmonic. Crazily drinkable, but with lots of flavour.  &#40;0.5l bottle, wine monopoly, Strømmen Storsenter.&#41;",14
"Large offwhite head.  Hazy opaque yellow body with carbonation. Papery mealy caramelly aroma with oily orangey notes.  Bone dry, faintly acidic, papery taste with mealy notes.  Mid-to-thin body. Mild, mealy mouthfeel.  Dry, and faintly acidic, strong wet cardboard aftertaste with orangey notes.  Leaves weird, empty paper dust taste lingering.  Yuck.  This was awful.  &#40;0.5l bottle, wine monopoly, Strømmen Storsenter.&#41;",6
"Medium white head. Clear yellow body with light carbonation. Light papery apple aroma. Dry intensely papery taste with apple and caramel notes. Mid-bodied. Mild mouthfeel. Dryish caramelly cardboard aftertaste with acidic notes. Not very enjoyable. &#40;0.5l bottle at Weihenstephaner am Hackescher Markt, Berlin.&#41;",8
"Medium offwhite head. Paleish amber body. Spicy tropical fruit aroma with orangey caramelly notes. Dry-sweet spicy resiny tropical fruit taste with wooden orangey notes. Mid-to-full body. Mild, soft mouthfeel. Dry tropical fruit and oranges aftertaste with resiny spicy notes. Nice and drinkable. &#40;0.25l draft at Schouskjelleren.&#41;",13
"Medium offwhite shiny head. Hazy yellow body. Fruity floral aroma with strawy bready notes. Dry-sweet resiny caramelly marzipan taste with raisiny bready notes. Mid-bodied. Mild, mealy mouthfeel. Sweet-bitter honey and caramel aftertaste with spicy strawy notes. Lovely&#033; Classic US malt sweetness. &#40;0.25l draft at Schouskjelleren.&#41;",15
"Medium beige head.  Slightly hazy amber body with lazy carbonation and just visible small particles.  Nutty chocolatey aroma that's not nougat, because the nut and chocolate aromas are separate rather than blended.  Sweet-dryish nutty earthy caramelly taste with spicy vanilla notes.  Mid-to-full body. Mild, soft, smooth mouthfeel.  Dry earthy intensely nutty aftertaste with chocolatey buttery caramelly lavender and vanilla notes.  Nicely subtle with the spice and highly drinkable, hiding the alcohol well.  &#40;0.75l bottle, wine monopoly, Vika, Oslo.&#41;   ",14
"Small white head.  Hazy yellow body with visible small particles and light carbonation.  Citric spicy foot odour aroma &#40;no, honestly&#41; with pineapple notes.  Dry-sweet citric dandelion taste with resiny notes.  Mid-bodied.  Sharpish mouthfeel.  Dryish fruity citric funky aftertaste with herbal floral candy notes. Weird how the candy flavour blooms just as the other flavours fade.  Too edgy and sharp for me.  &#40;0.33l bottle, Kihoskh, Copenhagen.&#41;",12
"Medium beige head.  Clear brown body.  Earthy dried fruits and lavender aroma with perfumy caramel notes.  Dryish cinnamon cardamom and lavender taste with perfumy caramelly notes. Mid-bodied.  Mild, soft, slightly slick mouthfeel.  Dryish earthy spicy perfumy aftertaste with caramelly dried fruit notes.  Nice and drinkable, but a bit closed and dense.  &#40;0.33l bottle, Alko Arkadia, Helsinki.&#41;",12
"Big offwhite head lasts forever.  Slightly hazy deepish red-brown body with carbonation.  Orangey herbal aroma with fruity notes, nice, but not really very complex.  Dry-sweetish orangey peppery tropical fruit taste with caramelly resiny notes.  Mid-bodied. Fizzy, peppery mouthfeel.  Dryish wooden resiny tropical fruit aftertaste with funky grassy orangey notes.  Really nice and complex &#40;flavour, not aroma&#41;, with lots of flavours going on.  &#40;0.33l bottle from Eat & Joy Maatilatori, Helsinki.  BBD May 2012.&#41;",14
"Medium white head.  Coppery body.  Caramelly sherry aroma with papery floral notes.  Dry-sweet spicy caramelly grassy taste with grainy notes.  Mid-bodied.  Mild, soft mouthfeel. Dryish herbal caramelly grainy aftertaste with floral notes. Really nice. Completely unexpected that this should be such a high-quality brew. &#40;0.33l bottle from some supermarket in Moscow.&#41;",12
"Medium white head. Hazy opaque pale yellow body. Yeasty spicy coriander aroma with paradise seeds notes. Dry-sweetish coriander, lavendel and fruit taste with floral yeasty notes. Mid-bodied. Mild, mealy mouthfeel. Dry-bitter floral yeasty lavender aftertaste with strong coriander and citrus notes. It's not bad, but too sharply spicy and too yeasty. &#40;0.25l draft at brewpub.&#41;",11
"Small offwhite head. Hazy deep amber body. Resiny tropical fruit aroma with wooden gooseberry notes. Dry-sweet resiny spicy tropical fruit taste with wooden grassy notes. Mid-bodied. Mild, sharpish mouthfeel. Dryish spicy perfumy tropical fruit aftertaste with orangey mealy notes. Nice, highly drinkable, full of character. &#40;0.25l draft at brewpub.&#41;",14
"Hardly any head, just coarse froth at edges. Hazy deep red body. Nutty honey and cocos aroma with earthy caramel and alcohol notes. Dry-sweet alcoholic cocos taste with nutty plummy notes. Mid-to-full body. Hot, sharp mouthfeel. Dryish earthy waxy aftertaste with fruity notes. It's nice, but too musty and alcoholic. &#40;0.25l bottle at Den Gode Nabo, Trondheim.&#41;",14
"Biggish brown head. Clear deep dark red body. Earthy caramelly raisiny aroma with dusty notes. Dry-sweet plummy raisiny taste with cinnamon notes. Mid-to-full body. Mild, soft, slick mouthfeel. Dryish plummy earthy aftertaste with alcohol and soy sauce notes. Buttery cocos, too. Nice, harmonic, clean, and highly drinkable. &#40;0.5l bottle, Den Gode Nabo, Trondheim.&#41;",14
"Small shiny white head. Slightly hazy yellow body with carbonation. Strawy citrus aroma with resiny tropical fruit notes. Dry-sweet sharp resiny citric taste with dusty fruity notes. Mid-bodied. Sharp mouthfeel. Dry-bitter sharp resiny dusty citric aftertaste with strawy earthy notes. Nice, but somewhat sharp and unbalanced, should have had higher OG IMHO. &#40;0.45l draft at brewpub.&#41;",13
"Small beige head. Slightly hazy deep red body with carbonation. Dusty rich caramelly fruity aroma with spicy malty notes. Dry-sweet roasty caramelly strawberry taste with dusty earthy notes. Mid-bodied. Sharpish mouthfeel. Dry strawberry and red berries aftertaste with dusty strawy grainy notes. Vivid, clean, fresh and highly drinkable. Really nice. &#40;0.45l draft at brewpub.&#41;",14
"Medium beige head. Clear deep red body. Deep wooden vinous aroma with red berry notes. Sweet-acidic wooden wild berry taste with vinous notes. Mid-bodied. Mild, soft mouthfeel. Dryish earthy funky wild berry aftertaste with wooden notes. Nice, subtle, and highly drinkable. &#40;0.25l bottle at Den Gode Nabo, Trondheim.&#41;",13
"Biggish offwhite head.  Hazy opaque yellow body with carbonation. Chalky mealy aroma with faint orangey notes.  Dry-sweetish mealy chalky taste with orangey notes.  Mid-bodied.  Fizzy mouthfeel. Dryish mealy orangey aftertaste with herbal notes.  Leaves a lingering papery finish.  It's not really bad, but just doesn't have much flavour. &#40;0.5l bottle, Kaiser's supermarket, Berlin.&#41;",9
"Medium offwhite head.  Hazy yellow body with strong and very fast carbonation.  Sugary fruity earthy resiny aroma with peas earth and spice notes.  Dry-sweet earthy peas taste with chalky notes. Mid-bodied.  Mild, soft, slightly empty mouthfeel.  Dryish earthy peas aftertaste with caramelly sulphury dusty notes. Interesting, unusual, and imperfect.  &#40;0.33l bottle, Kihoskh, Copenhagen.&#41;",13
"Medium beige head.  Hazy deep brownish amber body.  Deep toffee and rock sugar aroma with fruity alcohol notes.  Dry-sweet deep fruity candy taste with spicy herbal notes.  Mid-bodied.  Mild, soft, smooth mouthfeel.  Dryish fruity candy and spice aftertaste with lavender and cinnamon notes.  Full-flavoured, balanced, and subtle, with lots of different flavours going off all over the place, and that deep candy bubblegum fruit taste running through it that somehow never feels artificial. &#40;0.5l bottle, Kihoskh, Copenhagen.  Batch #428.&#41;",16
"Medium beige head.  Hazy reddish brown body with floaties. Roasty chocolatey spicy aroma with nutty marzipan notes. Dry-sweet roasty licorice taste with resiny fruity earthy notes. Mid-bodied.  Mild, soft, smooth mouthfeel, slight slick.  Dryish roasty resiny chocolatey aftertaste with earthy licorice and spice notes.  Balanced, harmonic, full-flavoured, and really interesting. A great beer.  &#40;0.33l bottle, Kihoskh, Copenhagen.&#41;",15
"Powerful phoosh on opening.  Biggish offwhite head.  Clear yellow body with light carbonation.  Buttery papery aroma with a whiff of unaired closet.  Sweetish buttery sugary taste with grainy toffee notes.  Mid-bodied.  Mild, fizzy mouthfeel.  Dryish buttery fruity sugary aftertaste with mealy papery notes.  It's kind of smooth, but too sugary and empty to really appeal. Nearly a year old, which probably doesn't help.  &#40;0.5l bottle, some supermarket in Moscow, Russia.&#41;",9
"Medium offwhite head.  Clear amber body with carbonation. Caramelly fruity grainy aroma with spicy buttery notes. Dry-sweet raisiny cinnamon taste with grainy notes.  Mid-bodied. Mild, soft, smooth mouthfeel.  Dry caramel and wet cardboard aftertaste, which turns into long, lingering harsh bitterness with buttery traces.  Nearly a very good beer, but it falls off at the end. &#40;0.33l bottle, Systembolaget Nordstan, Göteborg.&#41;",12
"Medium yellowish beige head.  Hazy deep amber body with carbonation.  Fruity spicy orangey aroma with dusty roasty yoghurty cloves notes.  Dry-sweet burnt oranges and cloves taste with lavender and cinnamon notes.  Mid-bodied.  Mild, soft, smooth mouthfeel.  Dryish roasty bubblegum and spice aftertaste with dusty cloves and dried fruit notes.  Nice, drinkable, and vivid, but some minus points for the bubblegum.  &#40;0.5l bottle, wine monopoly, Triaden Lørenskog.&#41;",14
"Big brown head.  Nearly opaque black body shows some deep dark red.  Roasty earthy minty aroma with burnt perfumy notes. Dry-sweet chocolatey burnt taste with earthy resiny notes. Mid-bodied.  Mild, soft mouthfeel.  Dry earthy chocolatey licorice aftertaste with gooseberry roasty notes.  Nice, highly drinkable, and full of flavour.  &#40;0.5l bottle, Kihoskh, Copenhagen.&#41;",15
"Small white head. Slightly hazy yellow body. Light milky fruity aroma, fairly vague. Dry-sweet fruity grainy taste with floral citric resiny notes. Mid-bodied. Mild, soft mouthfeel. Dry resiny fruit and strawberry aftertaste with citric floral notes. Nice and highly drinkable. &#40;0.5l bottle, Ramp Pub, Trondheim.&#41;",13
"Medium offwhite head. Clear deep yellow body. Earthy peas and mint aroma with pine needle notes. Dry-sweet minty pine needle taste with earthy mealy notes. Md-bodied. Mild, mealy mouthfeel. Dryish mealy minty aftertaste with pine needle and perfumy fruity earth notes. Nice, interesting, drinkable and unusual. &#40;1l PET bottle, Bamb Alyne, Vilnius.&#41;",13
"Medium offwhite head. Slightly hazy deep amber body. Earthy herbal strawy aroma with waxy fruity notes. Dry-sweet earthy roasty mealy taste with fruity caramelly notes. Mid-bodied. Mild, soft mouthfeel. Dryish fruity earthy mealy aftertaste with peppery floral notes. Nice, interesting, and unusual. &#40;1l PET bottle, Bamb Alyne, Vilnius.&#41;",13
"Medium brown head. Opaque black body goes deep brown at edges. Sugary honey and rye bread aroma with earthy spicy notes. Sweet honey and rye bread taste with chocolate and wax notes. Mid-bodied. Mild, soft, smooth mouthfeel. No real aftertaste, but some earth. Complex and interesting. &#40;1l PET bottle, Maxima, Vilnius.&#41;",13
"Medium white head. Deep yellow body with carbonation. Sugary caramel aroma with vague rubbery notes. Dry-sweetish papery cardboard taste with mealy notes. Mid-bodied. Mild, soft mouthfeel. Dryish perfumy spicy pine needle aftertaste with caraway notes. Strong caraway flavour lingers. Not at all bad. &#40;0.5l can, Maxima, Vilnius.&#41;",11
"Medium beige head. Slightly hazy deep dark red body. Roasty earthy dusty aroma with fruity notes. Dry-sweet earthy mealy taste with caramelly notes. Mid-bodied. Mild, soft mouthfeel. Dryish earthy chocolatey aftertaste with nutty fruity notes. Low on flavour, and more of a kaimiskas than a porter, really. &#40;0.5l draft at Snekutis Old Town, Vilnius.&#41;",13
"Medium beige head. Slightly hazy deep red body. Earthy mealy nutty aroma with perfumy fruity notes. Dry-sweet strawy dusty earthy taste with roasty notes. Mid-to-thin body. Mild, mealy mouthfeel. Dry earthy roasty aftertaste with grainy mealy notes. Nice, but a little thin and boring. &#40;0.5l draft at Snekutis Old Town, Vilnius.&#41;",13
