comments,ratings
Bought this because I was starting to do my own nails.  It saved some time over using a hand file but............I only used it about 6 times and it stopped working.  Glad it didn't cost too much but still out a few bucks....Not happy.,1
My skin is looking and feeling smooth and happy. I really like this product. A little goes a long way. I use it on damp skin with damp fingertips.,5
"This top coat is great. I gave it four stars because it isn't &#34;water-chip&#34; proof lol I usually do a lot of house cleaning (usually involving water) and when I get in water my polish doesn't last long and this top coat doesn't help much. Other than that this top coat makes your polish last  a good two weeks and is very shiny. It also dries really quick, living up to its name &#34;Out the Door&#34;.  I do recommend this top coat though, the best so far that I've used",4
I have a very sensitive scalp. This products works great on my hair and scalp. It smells great. I will order more and share with my family and friends.,5
I have a coughing allergy I developed once we moved to Maryland several years ago. I also cough in cold weather as part of this. I wouldn't be able to sleep at night in my cool house if I didn't have these great masks to wear. And such a great price for 50. You can spend this much on a similar product at Walmart for 10 or 20 masks at the most.,5
nice for the price. they work pretty well but do need to be treated gently as the thing that holds the brushes in isn't so great. so no rough handling.,5
So I haven't exactly used this product yet but Ive heard very good reviews about dropping one to two dots into your Seche Vite Fast Drying Top Coat if it starts to get gummy and it restores it to like new again. So I bought this along with a bottle of the Seche Vite Top Coat. I have confidence it will work like it says,5
"I love this brush!  Firstly the packaging was very hygenic and it shipped very quickly!  I had never heard of Beauty Junkees until I mentioned to a colleague that I needed to buy some extra brushes I was told that there was a brush out there that was much cheaper than the brush I was using. By much, I mean a lot $$$.  Good quality non-shedding brushes are important to me because I am a Makeup Artist.  I highly recommend this brush company (Beauty Junkees) to anyone, but mostly to all aspiring MUA trying to build their kit.  I first used it with liquid because I wanted to see how well it blend and not make creases more pronounced and I was very impressed. It worked just as well as a brush I paid 3x more for.  I decided to clean the brush and let it dry to see how well it worked with powders.  (They indicate on the packing that you can use it for multiple purposes and I wanted to put it to the test).  I am very pleased with my purchase.  I concealed under eye discoloration and made bags disappear, used liquid to create precise contouring, used it as a brow highlighter, above the cupids bow highlighting and much more.  Again I cannot speak highly enough of this product and will probably do a youtube review because I think the brush is just that good!  I will definitely be purchasing a few more brushes from this company.",5
"Overjoyed with this product! Whatever makeup need you have, this set will cover it! A few brushes seem a bit repetitive but it's nice to have 2 that work the same way for styles that require multiple colors or multiple brushes. Don't worry about a scent or shedding, just give them a good wash (like you should with any new brush!) before using.",5
Much to my surprise I found these to be very close to the first brand I had purchased.  It was an excellent price for the large assortment of designs. I highly recommend this kit.,5
"The shampoo does a great job and the scent is not too strong - although it does linger. You can smell it hours later if you rub your fingers through your hair. The label is a little misleading - the beneficial effects are if you use the conditioner. It's like selling a bike and stating you'll set records. IF you use the optional shift, brakes and seat. So, as a shampoo - great. The other benefits? Nope.",4
"I loved samples, the mascara is good, the concealer works! I haven't used the primer yet or the lip stuff.",5
"Hold it farther away from your hair than you normally would because the spray &#34;velocity&#34; is pretty harsh.  After finally getting the front just the way I wanted it, I went to spray it and blew the whole thing apart!  In a hurry at the time, I didn't appreciate having to re-do my re-do, especially since it was harder to style with the sort of sticky-weight of the hair spray.  But I soldiered on and fixed it up, then held the hair spray further (doggonit, is it farther or further?) away to spray this time.  I also held the button for just a short burst, so as not to overload it.  Came out better the second time.  That being said, I didn't like the feel of it for a few hours, not exactly crunchy but still weighted-down and a tad sticky.  Much later in the day, it loosened up a bit and felt more comfortable.I am surprised that some reviewers didn't like the scent, because I have a pretty keen sniffer and didn't pick up anything bothersome at all in the smell.  HOWEVER (and that's a big &#34;however&#34;), I've used this spray a half dozen times since my first less-than-stellar experience with it, and I'm retiring it.  I'm sure it's an individual thing, but my humble opinion is that it's just too heavy.  I have long, thick, naturally-curly hair, but I only really wanted the hold for the area framing my face, and although I absolutely want a maximum hold there, I just didn't like the texture of this hair spray.  It felt yucky.  I rarely do negative reviews, and I just hate saying it, but for my type of hair and what I'm looking for in a hold, this just didn't do it.I passed it on to my mother, who has thin, straight hair, on the shorter side.  Shockingly, she loves it.  Her only complaint was the powerful blasting from the can itself when you spray it, but that's easy to fix by holding it further/farther (grammar police, I apologize).  Of course, her arms aren't long enough to really do that, but that gives us something else to tease my tiny mom about anyways.As for this Cristophe hair spray, our advice is:  if you really want a heavy hold, that won't budge, this may be the spray for you.  If you've used other Cristophe products and like them, this may be the spray for you.  And the biggest thing we loved about it is that it had no scent that we could notice, which is so refreshing.  We absolutely hate scented hair products, and this was neutral for us.  Hope this review helped you in some way.",3
"I would like to meet an Axe marketer one day just to see how he or she comes up with what they put on their packaging.  Their latest product is &#8220;Harmony&#8221; (whatever that means) which claims to be &#8220;body-calming.&#8221;  And of course on the back it suggests that this shower gel will make &#8220;you feel the balance to impress girls with your sense of inner peace.&#8221;  Alrighty.  Though it is debatable if my luck with the ladies increased after using Harmony, I definitely became cleaner afterwards. The scent itself is pleasant, subtle, and not overwhelming even if it did not leave me more harmonious; exactly what I expected from Axe, a solid product with an absurd marketing plan behind it.",4
"I hate lipstick, it dries my lips out. This a great alternative... because you get some awesome color on your lips & yet you get to keep them moisturized as well. Maybelline Shine Sensational is the best of both worlds. I especially love this color in particular. Not too pink... it's perfect.",5
"This is by far my favorite serum.  It does exactly what it supposed to do:  restores your skin to its natural glow without making it oily or drying it out.  It is not sticky and skin feels smoother just after a few minutes.  After using it for a month, I noticed a change in my skin. Even if I pulled an all-nighter, this serum helps erase any ""tired"" lines from my face.  It is also ideal if you live in cold dry climate as it helps decrease any redness.",4
"It actually took my longer to figure out exactly how to use this than it did to just use the plates without. It's a nice little tool but if you are going to try nail stamping just jump in with both &#34;hands&#34;. It takes practice and patience whether or not you use this or do it &#34;free hand&#34; so to speak. Either way once you get brave enough and gain some confidence you'll see that it saves time, nail polish and cleaning if you just skip this step. I gave it a three because there is nothing wrong with the product and if you are skittish about the whole stamping idea maybe it will give you a little boost of confidence. Or like me make it seem like a wasted and unnecessary step that seemed to make it sound more complicated than it really is.",3
these are cool i really like them.. theyre not cheap at all they have a nice weight to them. theyre all mixed together so you have to sort them yourself which isnt a problem for me,5
I am 61 and have always had paper thin nails. I have long nails now - after about a month of use! I am not sure it it is working for the flashes but they do seem less severe. I will be using this from now on.,5
I have been wanting to get a wide tooth comb for quite a while. I have very very thick curly hair and combing is such a pain. I have this and it works wonders!!,5
This product is a two-fer.  The two products are joined together into one tube with an applicator at each end which makes it very convenient and easy to apply and the fragrance is pleasant. You can feel a very slight tingle on the lips from the lip plumper and the collagen filler is basically a moisturizing treatment.,4
"The Olay products are a true value.  The quality is good and so is the price. I can pay a much higher price and not have as good of a product. It works well. I'm never going to stop the aging process, nor am I going to receive a miracle, but I can do all that I can to take care of my skin. I can pay more. I can pay less.  Olay products are quality for a good price.",5
"This dispenser is way to poorly made and designed for the price!When you push down, the liquid spurts out all over the place. You have to be very careful to gently push down very lightly and that is so frustrating when you bought it to make nail polish painting/removing easier.Thumbs down! I hate writing negative reviews unless I'm very unhappy with the product.",1
This has become my 7 yr olds favorite shampoo. It's just the right amount of conditioner to make combing easy and not leave hair feeling greasy or like it needs to be washed again. The scent is light and clean smelling. It suds up enough to wash well without dripping all over. Can't beat the price for a great kids shampoo.,5
"It's a good foundation and doesn't have a pinkish tone to it. The only problem I have about this foundation is that when I put it on, I can always see the foundation streak or it looks dryish. I think it might be bc I'm using a brush to apply it and I might have to use a sponge, but overall it's alright bc it gives a really nice glowy appearance and covers most little scars and imperfections",3
"Its pretty...Its very pigmented and shimmery I like everything about it ... besides it's too lime green for me, but maybe for green eyes it would be perfect .",4
"About five months ago, after my morning shower, I started itching, especially my arms and legs. Then one evening, I had anintense burning and itching on my arms. I went to my dermatologist and she recommended using Free & Clear cleanser. I havenothing bad to say about this product. Initially, I ordered two of the smaller pump bottles, and now I'm ordering the 32 ozbottles as refills for the pump containers. I'm on my second 32 oz bottle and couldn't be more pleased. I highly recommendthis cleanser!",5
"The fragrance is mild but soothing and the ingredients have lots of good stuff like sunflower, almond, and coconut oils, as well as aloe. It's not too heavy or greasy, so application to the scalp doesn't affect the overall appearance of your hair. I've found it helps with dandruff, too.",5
"Keeps nail polish on longer. Keeps the top hard and protects from scratches and smudges. I love it so much, it is defenitly a must",5
"As far as functionality, this is a wonderful towel.  It is soft as described and soaks up a lot of water.  I use it on my hair on a regular basis and it definitely absorbs more water than my traditional bath towel, and it is so much lighter to keep on my head!  The reason I gave it 3 stars was the fact that the towel is high maintenance.  The instructions said to wash it separately before use- so I hand washed it, and wow the black dye wouldn't stop running out of the towel.  I was surprised that the towel was still black when I was done.  I am too afraid to wash it in my machine with other items. This is not practical in my world, I can't be worried about a towel that &#34;runs.&#34;  If that doesn't bother you, then this is a wonderful towel for you.",3
This polish looks great on so many different colors. Very versatile and fun! I would recommend this one for your nail polish collection.,4
She has used Nexxus products her whole life and was very excited to be trying this product for the first time. She used it over several days and I asked her for a brief review of what she thought about the product.First off she liked the packaging and the bottle it came in. I guess that is a big deal for her. She liked the way that it made her hair feel. She said after the first use that she noticed a change and liked the feeling of her hair when putting her fingers through her hair after the product was administered throughout.She said she would buy in the future.,4
"I absolutely love body oils and use them all the time -Grapeseed oil, coconut oil, sweet almond oil and pure vitmain E oils (Jason Naturals is the best for vitamin E oil) all of it my skin just drinks in and loves, so when I saw this product I was really intrigued.It's been a long time since I've used a non-natural brand, but I used to love Palmer's Cocoa Butter products when I was in high school and wanted to give this a try ---big mistake! I should've read through the ingredients list first. Not only does this irritate my skin but I find that the FIRST (which means the most concentrated) ingredient in this product is (super, super cheap) canola oil!Canola oil does NOT have the same skin-healing properties as say, pure sweet almond oil or grapeseed oil. Canola oil is one of the CHEAPEST oils out there -and it is genetically modified (meaning, they've taken the DNA of something foreign -like a fish and inserted the gene into the DNA of the plant -creating something that nature would never allow; if you don't know what GMOs are do a quick google search or youtube search -they're unnatural and have been proven to cause tumors, cancers, etc (Google GMO corn study France, then click to view images. You don't even need to read an article. Just use your eyes. You will see pictures of rats absolutely laden with tumors and cancers, especially breast cancer (conveniently our FDA trusts the GMO companies to do their OWN safety studies, and then takes them at their word. OTHER COUNTRIES do their own studies, and prove that GMOS cause cancer and then make them illegal; we are the LAST developed first world country to allow GMOS in our foods)). I try not to eat these genetically modified foods, so I certainly don't want them on my body!I feel like this product is a scam. Especially since I've bought and used so many wonderful natural body oils that actually have healing properties.Do yourself a favor --don't buy this product. If you want REAL results for your skin, buy some grapeseed oil (Now Foods brand is awesome; best prices are on amazon and at swanson vitamins website), some Rose Hip Seed Oil (seriously the BEST anti-aging essential oil there is; comes in a little bottle but is super concentrated; just google all the wonderful things this oil does for your skin!), and some pure vitamin E oil (I swear by the Jasons Naturals brand; best prices also here on amazon or Swanson vitamins online). Use up a little bit of the grapeseed oil (for face and body) and then mix in the rose hip seed oil and vitamin E oil in with it -and then you've got one of the BEST anti-aging, anti-stretch mark, anti-discoloration, all natural body oils available!I can't believe I didn't check this out more thoroughly. You might as well just use straight canola oil or vegetable oil from your kitchen on your skin if you're going to buy this product (which, I've known people who do this, especially before tanning; but it's a LOT cheaper when it's labeled for what it actually IS, not $8 for a small bottle with pretty packaging!).The second ingredient after canola oil is a chemical and THEN they add in tiny amounts of healing natural oils. :( I normally don't write a ton of reviews for products unless I'm really passionate one way or the other, but on this product I HAD to write something!Buy something that actually WILL heal your skin. I have personally faded stretch marks, old acne scars, AND faded emerging wrinkles (I'm 26) all using a combination of rose hip seed oil -Jason Naturals 45,000 IU vitamin E oil (super, super concentrated; higher IU is better), and grapeseed oil. I don't even spend the $80 every few months on Estee Lauder anti-aging products anymore this combination works so well. I have two bottle mixtures -one with super concentrated vitamin E oil, rose hip seed oil, and a little bit of grapeseed oil mixed in that I use solely on my face and neck, and the other (larger) bottle of more grapeseed oil with rose hip seed oil and vitamin E oil mixed in (in smaller amounts) for my body. Sometimes I use Sweet almond oil instead of grapeseed oil or I make a mixture with coconut oil (coconut oil is a super thick oil). Also, I have used Cold Pressed Extra Virgin Olive Oil (which -it smells like EVOO of course, so I only use it when I'm out of my other oils, but it seriously gives me awesome results as well). ALL of these oils have potent anti-aging and healing properties for skin. (I also add in lavender essential oil to make my body oil smell really good).Also, something else that has made a HUGE difference in my skin is taking a good multivitamin (I recommend Garden of Life Raw One for Women; they are the best!) and taking Resveratrol (anti-aging and anti-cancer; I take a Resveratrol Complex that also contains grape seed extract in their formula, because grape seed extract has been proven to outperform chemo in killing certain kinds of cancer cells --crazy amazing! God's version of healthcare is SO good! You can find info on the cancer studies on pubmed :)) and Alpha Lipoic Acid. Alpha Lipoic Acid is one that I would recommend if you want immediate and the most drastic results in your skin. This is one that within days of taking it you will see an immediate difference in your skin. It also is anti-aging. Google these, honestly, they are awesome! I take 600mg Alpha Lipoic Acid (ALA for short) in the Swanson Vitamins brand (although any brand of this should be pretty much the same thing) and a formula with Resveratrol and Grape Seed extract every day. This little paragraph I have added as an update to my review, but was randomly on amazon (ordering more of my Raw One vitamins and some Resveratrol ironically) and decided I needed to put this in this review... Women deserve to know that we don't have to just accept stretch marks or wrinkles and we don't need to pay a fortune for ""anti-aging"" products that don't work!! I buy my ALA (Alpha Lipoic Acid) for less than 8 dollars and I GUARANTEE it is actively correcting, healing, and smoothing (etc) WAY more than the expensive products I used to buy.But back to my review of this product:Anyway, I love body oils --but this oil is a total crap product. Cheap ingredients and GMO at that. At best it is just irritating my skin and at worst it is just making me angry that they are charging so much for such a cheap product. I used to love Palmers products --obviously not anymore. *Sigh* Palmer's brings back memories of high school, summers, the beach (an hour away; so we went all the time), and the pool at my best friends house... I always had a bottle in my bag for after sun... I hate that I'm writing a negative review of anything Palmers :( but this product deserves it :( and people deserve to be informed. Back to natural oils for my skin...P.S. Some extra info about Canola oil: It is made from the seeds of a plant called rape. During WWII the U.S. built a lot of ships and needed to buy a cheap industrial oil for lubricating the engine parts of those ships --and the cheapest oil available was rapeseed oil.The rapeseed oil industry started booming as a result, selling tons of it to lubricate engines and ship parts during the war, but after WWII ended and the U.S. no longer needed to buy tons of it the rapeseed oil industry was in trouble. The rapeseed oil producers had tons of oil but no one to sell it to. Their answer to this problem was to try to make rapeseed oil edible for humans, because naturally, it's not. If we were to eat it in its natural form with all its harmful erucic acid intact we would all develop something called Keshan's Disease and eventually die. :(Anyway, the rapeseed producers figured out a process to take most of the harmful erucic acid out of its rapeseed oil and needed a new name to distinguish this low acid oil (because everyone knew rapeseed oil was a cheap industrial oil, something to lubricate your car engine with -not something you'd eat). So, because this new low acid rapeseed oil was made in Canada they renamed it: Canadian Oil, Low Acid, which eventually became known as Canola Oil.That's how this oil became something that is now used in vegetable oils and apparently is now being sold as a cheap oil for companies wanting to make a massive profit by creating a pretty bottle and label and filling said bottle up with this cheap oil, a few chemicals, and then teeny tiny amounts of ACTUAL traditional healing oils (that have been used for thousands of years) and calling it ""Skin Therapy Oil.""My advice is to skip the whole giving Palmer's company a massive profit thing and just BUY the actual healing oils. No chemicals. No additives. No cheap ingredients. You can make them smell good with a few drops of lavender essential oil or any other essential oil you might like. Lemon and lavender are my favorites -just remember essential oils come in teeny tiny bottles and you only need to add a few drops to scent your big bottle of natural healing oil. :)And I also seriously recommend trying Alpha Lipoic Acid because it really does make your skin look amazing! Resveratrol does too, but I'd say that Resveratrol's effects are more noticeable over time whereas with ALA the anti-aging and smoothing/toning effects on skin are faster. Both are very safe (but of course research for yourself about them). Anyway, that's my two cents on both this product and on what actually DOES work for skin and actually does heal your skin and make it look better. :-)Since my review is so long already I might as well put this too. I learned everything I know about skincare a few years ago when I moved from one of the nicest climates in the U.S. to one of the driest (seriously I live in the desert!). My skin and hair suffered horribly and I realized that in just a few short months I was aging super super fast. I did SO much research into what I could do to combat this... The water here is hard water and full of calcium (and is rated one of the worst in the entire U.S. --a ZERO water pitcher filter lasts me about a week because there's so much stuff in the public water supply...). When I first moved here everyone told me how horrible the water was, how awful my skin and especially my hair would eventually look. I didn't believe it until it actually happened... that's when I knew there had to be SOMETHING I could do about it. I researched for hours trying to find the best products and things I could do to help my skin and hair... And now I know them and that's why, when I write a review like this, I feel like I should share them... :) It is amazing what happens when you start using products on your skin and hair that actually heal, nourish, and protect, and can really make a huge difference... Also to anyone with emerging spider veins or varicose veins (these run in my family... REALLY wish they didn't) lotion or oil that contain vitamin K rubbed on your legs each night really can help (I buy vitamin K2 capsules and just break them open and rub the vitamin K2 oil inside into the areas where I have spider veins trying to surface).Wishing everyone happy, healthy skin. :) :)",1
"This is a pretty good little brush.  I wanted something a little stiffer... this one is softer on both ends than i thought it would be... but it is still totally useable for what i needed it for =eyebrows.  The brush side is good for filling in, the bristle side is good for sealing.  Not bad.",4
"I've been using this in translucent for years. I have acne prone oily skin. After a couple of hours in the Texas heat, my face looks wet. It doesn't make my face stay matte but it maintains a dewy, natural finish when I would otherwise look greasy. I just purchased this in Corrective Yellow for the first time because it's not sold in stores and I have to say that it is a lot more yellow than the picture depicts. It is a dark and bright yellow. The good news is that you can't tell that it's a dark, bright yellow when you apply it. My skin has yellow undertones and it's hard to find foundation shades that are yellow enough for me. This helps add the slightest bit of tinge that my skin needs for a natural looking finish.",4
"I got magnetic polishes at bargain price but didn't like the magnet from last year.This is new magnet 2013, all has strong magnetic power and design is great except for the stripes.",5
I have been using this everyday with a really good cleanser and I am very sorely disappointed for the black head large pore promise that this would help.,1
"It is just not what I thought as swatches online can be decieving. The product is great, the color is just way to neon, like toxic waste.",2
"The colors are nicely pigmented, they go on smoothly. The long lasting of it works better with an eye primer first. There is a large array of colors and can be easily mixed together and blended. I bought this for myself and my niece and am glad I did.",5
It's creamy and softens skin but the price for such a little tube? Egad!,3
"MORE OF A TOPCOAT OVER OTHER COLORS, BUT TAKES ANY BORING COLOR AND GIVES IT SUBTLE 3D SPARKLE. WHAT'S NOT TO LOVE?",5
"I am so pleased to have this mirror.  It is very handy to have in a dressing room.  I like it for applying makeup, and my husband likes it to shave.  The expandable arm extends out to use, then retracts to the wall for storage.  The two sided mirror is easy to flip and tilt into position at a regular view turns for easy magnification at any height.Originally, we enjoyed this type of mirror when staying at a hotel, so we researched buying one  for our home.  Amazon offers this light at an excellent value at half the expense at any home improvement or bathroom accessory store.  Very easy to mount with a either a small power drill or hand screwdriver. My only concern is I wish the light were a little brighter. However, if the room has ample lighting, it reallyh isn't that much of an issue. This is a valuable addition to any bathroom.  Over all it is attractive and will compliment other chrome fixtures.  Fast shipping, well packed.  Two thumbs up!",5
"It's sooo inexpensive, feels great on your face, and you'll see results instantly.I use this mask 3 times a week and it really rejuvenates it! I don't generally have problem skin, but I just do it as a refresher and my boyfriend notices after I use it!One tube is actually huge and will last you a long time.",5
"I can not express how disappointed I am with the seller of this product. I didin't even get a chance to try it, it was DESTROYED when it arrived! It didn't even have a health safety seal(gross, someone could have put their hands in it!). I wish I had just gone to Wal-Mart, which I suggest anyone interested in this product should do. Now I have to wait 4 weeks for a refund!However, from looking at the bronzer before returning it, this is what I observed:Very shimmery, great if you like a lot of shimmer.I you have oily skin, this might make it look worse.But, like I said, I will never know for sure!",1
"PROS:-This lotion is lightweight but unlike many lightweight lotions, it wasn't watery.-It was pleasantly moisturizing and applied to the skin well.I personally like the botanical blend scent, although I know that scents are an individual thing.  It was a strong scent and -lingered for hours, but I liked that as well.CONS:-What I didn't like was the slightly sticky residue it left behind, even hours after application.  That is my main issue with this lotion, which is bothersome enough to me to not care for this lotion.",3
"Very emollient, and you only need a tiny dab, so it's economical.Why pay a fortune for fancy eye creams when this one, at least in my experience, does as good a job?",5
I've been using this lip balm since high school and love the feeling of this product~ It's with SPF and not oily on my lip.,5
The man of the house has a problem with shaving and has allergies that sometimes makes his skin itch and feel uncomfortable.  This Dove Hydrating face wash made his skin moisturized and feel really good.  He felt that it was indeed a help in keeping his skin in top condition and preventing dryness from shaving.  He would purchase this product again.,5
"The color is still a beautiful lilac which is very in right now, however it is not nearly as bright/vivid as I expected. It's more dull and darker. Oh well I'll still wear it. Fortunately it might be more work appropriate because it's more subtle than I anticipated.",3
Best drugstore concealer Ive tried so far.... After my Mac pro long wear concealer this is second...,4
This product does the job and helps heal my acne overnight. It does not clog my pores and it can be worn before putting on makeup and especially on some what broken skin from acne. Not only for older women.,5
"I read the product description and was sold.  I intended to like this polish, however, after using it I couldn't.Without a base coat the product was too transparent.  Even with a base coat, this polish lasted less than 12 hours before chipping.  It was horrible!  You spend the money to purchase it and take the time to apply but before I could return home I looked like good grooming didn't matter a wit to me.  They have nice colors but I will never buy or use this again.",2
"I use this cuticle oil several times a week, brushing it on my cuticles at night before bedtime.  It's helped soften my dry cuticles and keep them healthy.",5
"This product (assuming mine is the real deal, which given the texture, I think it is.  Got scared reading all those reviews about fake product, that is something to watch out for and kinda scary to hear about!) isn't the best of its type that I've tried before.  My hairdresser uses the same type of thing, but a different brand (I can't remember what it is now, I need to ask her) that works a lot better.  This does give some volume and helps style certain hairdos, but I really like the one my hair dresser uses better.  I was a little disappointed.  And yes, it makes your hair feel stiff but I expected that and you have to really scrub your scalp or wash your hair a couple times to know you've gotten it all out.  This isn't a good product for everyday use, just for certain occasions when you really want a lot of extra volume or are doing your hair in way where you can use the boost.  This product is okay but I have to spend a lot of time ratting my hair to get it to work.  There are products that seem to lift it up easier...  and work all day. I also noticed that while I can feel the texture of this in my hair all day, it doesn't hold the volume up all day.",3
"This kit comes with a battery (included) operated device that has a spinning peg.  It also has a brush head and a foam head, a tube of cleanser, and a tube of microdermabrasion paste.The labeling is not clear, and instructions are almost non-existent.  You're to attach the appropriate head to the unit, the brush for cleansing or the foam pad for abrading, then moisten your face, apply the appropriate product and have at it.  OK, well, how much product am I supposed to use?  The tubes are the same size, but you're supposed to, if you choose, use the cleanser daily, and the microdermabasion once a week.  So does that mean you use seven times as much of the microdermabrasion paste as cleanser?Actually, it didn't matter in the end.  I didn't like either ""tube"" product.  Each dried rapidly on my face, even though I splashed it good with water beforehand.  I always splash my face with water before I start any sort of cleansing.  I rinsed off the cleanser and applied my usual lightly foaming cleanser.That I liked.  The brush head has very soft bristles, and my skin was very clean and my skin felt fabulous.The foam head, for microdermabrasion, is very like a good, firm makeup sponge.  Since the product dried on my face, I tried it on knees, elbows and the backs of my hands.  There was a tiny bit of dead skin removal, which is appropriate.  However, the skin on my knees turned beet red for a while.It's fourth down, and Olay is going to have to punt.  My advice is skip this, and use a BHA, AHA, or PHA product to exfoliate.  This thing is just a waste of time.",2
"This curling iron got hot super fast, so there's no waiting to curl your hair.  There are temperature settings, so I opted with a medium heat.My long hair is stick straight and super fine, so sometimes it slips out of curling iron's grip, which can make it hard to style your hair.  This gripped my hair tightly without tugging and there was enough heated iron to wrap my hair around several times and hot enough to heat all the way through the multiple wraps of hair.My hair is hard to curl, so I was happy with the loose curls I got from this iron.  The width is nice at 1 1/4 inch and I didn't feel like it made my bangs too poofy and 80's looking.Warming pad was nice touch and fits nicely by the sink.  I like that it turns off on it's own - but not so quickly that you have to turn it back on while doing your hair.  And the cord doesn't get tangled - big bonus.",5
"This was my all time favorite sunscreen, and now that I am pregnant, I felt okay using it due to how few ingredients it had. My new bottle, sadly, has many, many more ingredients and is much more greasy. I will be returning it. Ugh. Now I have to find a new one. Anyone have suggestions?",1
This is a great palate.  I am so glad I bought this. It has so many great colors in it and comes with a little eye shadow base and liquid liner.  Great for traveling.,5
it clogs my pores and also makes me sensitive to the sun when I wake up the next morning it also made my face a shade darker than my body but since I stopped using it went back to normalI have been going the natural route so I will not be repurchasing any thing more from this brand,1
"I ordered this peel a couple months ago and did a peel every 10 days or so. I like how it brightended my skin and dried out some of my acne. I was hoping for some dramatic results with acne scarring and other hyperpigmentation issues. Just ordered the 20% peel, going to give it a try and may next time I will try a Glycolic 10 or 15% peel.",5
This product drys the nails really well so that the acrylic sticks better.  this product is honestly the only thing tat held my nails on when I was using some cheap and worthless primer.  It is an awesome product.  I would absolutely purchase again.,5
"Scent: Amazing and masculine. Sweet and spicy. Blend of tobacco leaves, pepper and leather with greens. Very classy. Age mid 20s+.Projection: 3 out of 5Longevity: 2 out of 5 (4 hours max)Bottle: Awesome. Classy dark glass wrapped in burberry cloth with a great cap that locks on tight. Spray shoots out a ton and you will need it.Application: Winter. Any time of day. Hard to be cloying so 2 on neck and 1 on each wrist. Great for Christmas or Thanksgiving.Similar fragrances: John Varvatos VintageOverall: I love this scent but I am disappointed in the longevity and the projection. If you buy this, I highly suggest the 3.4oz and making a decant so you can reapply after 4 hours. I personally wear John Varvatos Vintage more because I like it slightly better. It too has horrible longevity.",4
"I received Adovia Dead Sea Mud Soap a couple of weeks ago and have been showering with it everyday since. According to the box this soap is for all skin types. However, it does advertise to be very helpful to people with psoriasis, eczema, and acne. My husband has been known to call my skin, miracle skin or perfect so I can unfortunately (or fortunately?) not tell you the results in change against any of these three skin problems. I can however still give you my point of view from a &#34;normal skinned&#34; girl.The bar can be used with a loofah (like I do) or it lathers up well on it's own also. I just prefer the loofah on a daily basis because I am a creature of habit.Don't worry about scent. It does not smell like mud! ;) I was actually very concerned that the soap would when I applied to review it, however, I can safely say that it merely has a fresh soap smell. I have read other reviews where some smelled like lemons from lemongrass, but I'm assuming they received a different bar than myself.Here are my thoughts:The scent is pleasant. My skin was left feeling clean, moisturized but not oily.Will I continue to use this product? Yes! I love that it has lasted me so long as opposed to my liquid soaps. I also love the fresh clean feeling I have after showering with this product. It feels great especially after a sweaty workout or run!I'm also a fan of the ingredients. This product is not packed full of crazy ingredients and chemicals. It is all natural! It is really good to know what I am putting on my skin.",5
"I love this Nioxin. My daughter who is a hair stylist in Beverly Hills told me to buy this for my thinning, breaking hair. It works so well I have told all my friends who are now using it too. My hair looks fab! Thank you so much.",5
"I like 'Beach Waves' vs the spiral curls that other wands produce. It is not tapered at the end. I've tried others and they don't give a smooth type of wave. It heats very quickly. The tip is long enough to hold thus reducing nasty burns. It's ceramic, this ensures my waves will last. Cleaning is easy. The metal stand keeps counter tops from getting burned. It has LED that shows the temp, which is adjustable to my hair type.It works as well or better than my stylist wand yet cost a quarter of the price. I purchased two. One to have at work to spruce up for a after work date, etc.Pros:Heats fast, 30 secsTimed shut offCeramic wandHot 400FTangle free cordHeat GloveGreat priceGreat for thick hairSwivel cordMetal standLED temp indicatorCons:Glove may give one a false sense of securityNo travel bagAll in all this is a great product for the price.",5
"This Total Care conditioner works well for my hair. I have straight, fine hair and using this conditioner daily keeps it healthy looking. It doesn't weigh my hair down and it makes my hair easy to brush. The conditioner is thick. It comes out like a paste, but it works into my hair with no trouble at all. It has a very pleasant and subtle floral scent which I like very much.What I like best, however, is the bottle. The opening is one of those see saw type things in which you press down on one side and the other with the opening pops up. It's easy to squeeze out the conditioner and it's just the right size so you don't squeeze out too much. This opening is at the bottom of the bottle, so as it sits in the shower, all the conditioner is moving down to be used. I'm sure there's less waste this way. And the bottom of the container is the biggest, so no worries about it tipping over because it's top-heavy. Overall, it's a convenient conditioner that works well for my hair.",4
"This is the most moisturizing conditioner I ever used. I have coarse 3C hair and it leaves my hair soft, manageable, and easy to detangle! Also, with its low price, I can use it liberally !!!!",5
"I normally use Sephora Waterproof makeup remover on a cotton ball to remove my eye make up.  I was very excited to try these because I was hoping to spend less and have something that would travel better than a bottle of liquid.First of all these DO remove eye-makeup - but not as easily as one would hope.  The pads are much drier than I would like and actually seem to require scrubbing, which is something I do NOT want to do around my eyes.  I am just hitting the age where fine lines are starting to make an appearance and I don't want to do anything to encourage them.If you are willing to scrub, then these will remove waterproof eye makeup.  But then so will any number of other products that don't require you to possibly damage the sensitive skin around your eyes by scrubbing.  If you have a teen who isn't taking her makeup off at all, then I would consider these - but anyone older than that I would invest in something else.",3
If you need a lot of eye brushes and don't mind a stand that slides all over this may be for you.  The brushes only have one piece of elastic in the center so the brushes go this way and that.  Don't buy just for the case.,3
"Do not underestimate the simple construction of the product! And it looks a little scary, but its the most gentle way to detangle hair! It works wonders on my kinky curly hair! Where has this thing been all my life?",5
